ordem_atributo,tema,campo,ano,indicador,unidade,multiplicador,fonte,codigo_indicador,url_fonte,definicao,nota,municipios_com_valor
2027,04_saneamento,saneamento_V04000148_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: 75 a 79 anos | Cor ou raça: Total,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2028,04_saneamento,saneamento_V04000149_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: 80 a 84 anos | Cor ou raça: Total,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2029,04_saneamento,saneamento_V04000150_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: 85 a 89 anos | Cor ou raça: Total,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2030,04_saneamento,saneamento_V04000151_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: 90 a 94 anos | Cor ou raça: Total,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2031,04_saneamento,saneamento_V04000152_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: 95 a 99 anos | Cor ou raça: Total,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2032,04_saneamento,saneamento_V04000153_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: 100 anos ou mais | Cor ou raça: Total,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2033,04_saneamento,saneamento_V04000154_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: Total | Cor ou raça: Branca,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2034,04_saneamento,saneamento_V04000155_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: Total | Cor ou raça: Preta,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2035,04_saneamento,saneamento_V04000156_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: Total | Cor ou raça: Amarela,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2036,04_saneamento,saneamento_V04000157_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: Total | Cor ou raça: Parda,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2037,04_saneamento,saneamento_V04000158_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: Total | Cor ou raça: Indígena,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2038,04_saneamento,saneamento_V04000159_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Total | Grupo de idade: Total | Cor ou raça: Total,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2039,04_saneamento,saneamento_V04000160_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Possui ligação à rede geral e a utiliza como forma principal | Grupo de idade: Total | Cor ou raça: Total,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2040,04_saneamento,saneamento_V04000161_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,"Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Possui ligação à rede geral, mas utiliza principalmente outra forma | Grupo de idade: Total | Cor ou raça: Total",Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2041,04_saneamento,saneamento_V04000162_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,"Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano | Grupo de idade: Total | Cor ou raça: Total",Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2042,04_saneamento,saneamento_V04000163_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,"Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba | Grupo de idade: Total | Cor ou raça: Total",Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2043,04_saneamento,saneamento_V04000164_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,"Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Possui ligação à rede geral, mas utiliza principalmente outra forma - Fonte, nascente ou mina | Grupo de idade: Total | Cor ou raça: Total",Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2044,04_saneamento,saneamento_V04000165_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,"Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa | Grupo de idade: Total | Cor ou raça: Total",Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2045,04_saneamento,saneamento_V04000166_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,"Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Possui ligação à rede geral, mas utiliza principalmente outra forma - Água da chuva armazenada | Grupo de idade: Total | Cor ou raça: Total",Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2046,04_saneamento,saneamento_V04000167_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,"Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés | Grupo de idade: Total | Cor ou raça: Total",Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2047,04_saneamento,saneamento_V04000168_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,"Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Possui ligação à rede geral, mas utiliza principalmente outra forma - Outra | Grupo de idade: Total | Cor ou raça: Total",Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
2048,04_saneamento,saneamento_V04000169_2022,2022,Moradores em domicílios particulares permanentes ocupados - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Características dos Domicílios - Resultados do Universo,1000382,https://sidra.ibge.gov.br/tabela/6894,Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água: Não possui ligação com a rede geral | Grupo de idade: Total | Cor ou raça: Total,Tabela 6894; Censo Demográfico | Características dos Domicílios - Resultados do Universo,645
