ordem_atributo,tema,campo,ano,indicador,unidade,multiplicador,fonte,codigo_indicador,url_fonte,definicao,nota,municipios_com_valor
1164,07_trabalho,trabalho_V07000080_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Trabalhador doméstico | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1165,07_trabalho,trabalho_V07000081_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Empregado no setor público | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1166,07_trabalho,trabalho_V07000082_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Trabalhador familiar auxiliar | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1167,07_trabalho,trabalho_V07000083_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Empregador com CNPJ | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1168,07_trabalho,trabalho_V07000084_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Empregador sem CNPJ | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1169,07_trabalho,trabalho_V07000085_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Conta própria com CNPJ | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1170,07_trabalho,trabalho_V07000086_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Conta própria sem CNPJ | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1171,07_trabalho,trabalho_V07000087_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Trabalhador doméstico (inclusive diarista) - com carteira de trabalho assinada | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1172,07_trabalho,trabalho_V07000088_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Trabalhador doméstico (inclusive diarista) - sem carteira de trabalho assinada | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1173,07_trabalho,trabalho_V07000089_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,"Posição na ocupação e categoria do emprego no trabalho principal: Militar do exército, da marinha, da aeronáutica, da polícia militar ou do corpo de bombeiros militar | Sexo: Total | Cor ou raça: Total",Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1174,07_trabalho,trabalho_V07000090_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Empregado no setor público - funcionário estatutário | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1175,07_trabalho,trabalho_V07000091_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Empregado no setor público - empregado não estatutário | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1176,07_trabalho,trabalho_V07000092_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Empregado no setor público - empregado não estatutário com carteira de trabalho assinada | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1177,07_trabalho,trabalho_V07000093_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Empregado do setor público - empregado não estatutário sem carteira de trabalho assinada | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1178,07_trabalho,trabalho_V07000094_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Empregado de empresas estatais | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1179,07_trabalho,trabalho_V07000095_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Empregado de empresas estatais com carteira de trabalho assinada | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1180,07_trabalho,trabalho_V07000096_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Empregado de empresas estatais sem carteira de trabalho assinada | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1181,07_trabalho,trabalho_V07000097_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Empregador (com pelo menos um empregado) | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1182,07_trabalho,trabalho_V07000098_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Conta própria (sem empregados) | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1183,07_trabalho,trabalho_V07000099_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Total | Sexo: Homens | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1184,07_trabalho,trabalho_V07000100_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Total | Sexo: Mulheres | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1185,07_trabalho,trabalho_V07000101_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Total | Sexo: Total | Cor ou raça: Branca,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1186,07_trabalho,trabalho_V07000102_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Total | Sexo: Total | Cor ou raça: Preta,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1187,07_trabalho,trabalho_V07000103_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Total | Sexo: Total | Cor ou raça: Amarela,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1188,07_trabalho,trabalho_V07000104_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Total | Sexo: Total | Cor ou raça: Parda,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1189,07_trabalho,trabalho_V07000105_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Total | Sexo: Total | Cor ou raça: Indígena,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1190,07_trabalho,trabalho_V07000106_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência - percentual do total geral,Percentual,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,1004090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Total | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1191,07_trabalho,trabalho_V07000107_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,"Posição na ocupação e categoria do emprego no trabalho principal: Empregado no setor privado, exclusive trabalhador doméstico | Sexo: Total | Cor ou raça: Total",Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1192,07_trabalho,trabalho_V07000108_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,"Posição na ocupação e categoria do emprego no trabalho principal: Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada | Sexo: Total | Cor ou raça: Total",Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1193,07_trabalho,trabalho_V07000109_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,"Posição na ocupação e categoria do emprego no trabalho principal: Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada | Sexo: Total | Cor ou raça: Total",Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1194,07_trabalho,trabalho_V07000110_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Trabalhador doméstico | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1195,07_trabalho,trabalho_V07000111_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Empregado no setor público | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1196,07_trabalho,trabalho_V07000112_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Trabalhador familiar auxiliar | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1197,07_trabalho,trabalho_V07000113_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Empregador com CNPJ | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1198,07_trabalho,trabalho_V07000114_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Empregador sem CNPJ | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1199,07_trabalho,trabalho_V07000115_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Conta própria com CNPJ | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1200,07_trabalho,trabalho_V07000116_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Conta própria sem CNPJ | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1201,07_trabalho,trabalho_V07000117_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Trabalhador doméstico (inclusive diarista) - com carteira de trabalho assinada | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1202,07_trabalho,trabalho_V07000118_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Trabalhador doméstico (inclusive diarista) - sem carteira de trabalho assinada | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1203,07_trabalho,trabalho_V07000119_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,"Posição na ocupação e categoria do emprego no trabalho principal: Militar do exército, da marinha, da aeronáutica, da polícia militar ou do corpo de bombeiros militar | Sexo: Total | Cor ou raça: Total",Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1204,07_trabalho,trabalho_V07000120_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Empregado no setor público - funcionário estatutário | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1205,07_trabalho,trabalho_V07000121_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Empregado no setor público - empregado não estatutário | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1206,07_trabalho,trabalho_V07000122_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Empregado no setor público - empregado não estatutário com carteira de trabalho assinada | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1207,07_trabalho,trabalho_V07000123_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Empregado do setor público - empregado não estatutário sem carteira de trabalho assinada | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1208,07_trabalho,trabalho_V07000124_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Empregado de empresas estatais | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1209,07_trabalho,trabalho_V07000125_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Empregado de empresas estatais com carteira de trabalho assinada | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1210,07_trabalho,trabalho_V07000126_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Empregado de empresas estatais sem carteira de trabalho assinada | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1211,07_trabalho,trabalho_V07000127_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Empregador (com pelo menos um empregado) | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1212,07_trabalho,trabalho_V07000128_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Conta própria (sem empregados) | Sexo: Total | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1213,07_trabalho,trabalho_V07000129_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Total | Sexo: Homens | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1214,07_trabalho,trabalho_V07000130_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Total | Sexo: Mulheres | Cor ou raça: Total,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1215,07_trabalho,trabalho_V07000131_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Total | Sexo: Total | Cor ou raça: Branca,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1216,07_trabalho,trabalho_V07000132_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Total | Sexo: Total | Cor ou raça: Preta,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1217,07_trabalho,trabalho_V07000133_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Total | Sexo: Total | Cor ou raça: Amarela,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1218,07_trabalho,trabalho_V07000134_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Total | Sexo: Total | Cor ou raça: Parda,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
1219,07_trabalho,trabalho_V07000135_2022,2022,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,Pessoas,1.0,IBGE / Censo 2022 / Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,4090,https://sidra.ibge.gov.br/tabela/10261,Posição na ocupação e categoria do emprego no trabalho principal: Total | Sexo: Total | Cor ou raça: Indígena,Tabela 10261; Censo Demográfico | Trabalho e Rendimento - Resultados preliminares da amostra,645
