FID,DFITFS
InventarioFlorestal2001.368,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.369,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.370,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.371,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.372,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.373,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.374,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.375,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.376,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.377,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.378,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.379,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.380,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.381,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.382,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.383,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.384,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.385,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.386,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.387,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.388,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.389,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.390,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.391,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.392,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.393,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.394,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.395,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.396,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.397,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.398,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.399,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.400,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.401,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.402,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.403,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.404,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.405,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.406,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.407,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.408,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.409,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.410,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.411,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.412,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.413,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.414,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.415,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.416,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.417,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.418,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.419,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.420,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.421,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.422,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.423,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.424,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.425,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.426,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.427,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.428,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.429,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.430,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.431,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.432,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.433,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.434,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.435,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.436,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.437,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.438,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.439,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.440,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.441,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.442,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.443,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.444,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.445,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.446,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.447,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.448,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.449,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.450,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.451,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.452,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.453,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.454,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.455,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.456,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.457,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.458,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.459,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.460,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.461,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.462,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.463,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.464,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.465,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.466,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.467,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.468,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.469,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.470,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.471,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.472,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.473,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.474,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.475,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.476,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.477,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.478,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.479,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.480,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.481,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.482,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.483,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.484,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.485,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.486,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.487,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.488,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.489,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.490,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.491,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.492,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.493,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.494,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.495,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.496,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.497,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.498,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.499,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.500,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.501,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.502,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.503,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.504,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.505,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.506,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.507,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.508,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.509,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.510,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.511,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.512,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.513,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.514,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.515,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.516,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.517,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.518,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.519,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.520,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.521,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.522,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.523,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.524,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.525,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.526,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.527,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.528,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.529,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.530,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.531,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.532,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.533,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.534,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.535,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.536,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.537,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.538,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.539,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.540,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.541,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.542,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.543,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.544,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.545,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.546,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.547,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.548,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.549,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.550,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.551,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.552,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.553,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.554,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.555,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.556,Vegetação Secundária da Floresta Ombrófila Mista
InventarioFlorestal2001.557,Vegetação Secundária da Floresta Ombrófila Mista
