ordem_atributo,campo,tabela,variavel_id,variavel,unidade,categorias,categorias_ids,fonte,tema,campo_original,municipios_com_registro,valores_numericos,divulgacao,fonte_divulgacao,camada_anterior
3763,quilombolas_V11000065,10089,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: 90 a 94 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""92963""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000065,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3764,quilombolas_V11000066,10089,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: 95 a 99 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""92964""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000066,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3765,quilombolas_V11000067,10089,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: 100 anos ou mais | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""92965""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000067,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3766,quilombolas_V11000068,10089,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: Total | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""95253""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000068,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3767,quilombolas_V11000069,10089,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: Total | Localização do domicílio: Em territórios quilombolas | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""95253""], [""2661"", ""60027""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000069,645,643,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3768,quilombolas_V11000070,10089,1000093,População residente - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: Total | Localização do domicílio: Fora de territórios quilombolas | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""95253""], [""2661"", ""60028""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000070,645,643,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3769,quilombolas_V11000071,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: Total | Localização do domicílio: Total | Situação do domicílio: Urbana,"[[""2"", ""6794""], [""58"", ""95253""], [""2661"", ""32776""], [""1"", ""1""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000071,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3770,quilombolas_V11000072,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: Total | Localização do domicílio: Total | Situação do domicílio: Rural,"[[""2"", ""6794""], [""58"", ""95253""], [""2661"", ""32776""], [""1"", ""2""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000072,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3771,quilombolas_V11000073,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Homens | Grupo de idade: Total | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""4""], [""58"", ""95253""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000073,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3772,quilombolas_V11000074,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Mulheres | Grupo de idade: Total | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""5""], [""58"", ""95253""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000074,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3773,quilombolas_V11000075,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: 0 a 4 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1140""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000075,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3774,quilombolas_V11000076,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: 5 a 9 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1141""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000076,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3775,quilombolas_V11000077,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: 10 a 14 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1142""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000077,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3776,quilombolas_V11000078,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: 15 a 19 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1143""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000078,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3777,quilombolas_V11000079,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: 20 a 24 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1144""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000079,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3778,quilombolas_V11000080,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: 25 a 29 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1145""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000080,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3779,quilombolas_V11000081,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: 30 a 34 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1146""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000081,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3780,quilombolas_V11000082,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: 35 a 39 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1147""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000082,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3781,quilombolas_V11000083,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: 40 a 44 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1148""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000083,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3782,quilombolas_V11000084,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: 45 a 49 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1149""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000084,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3783,quilombolas_V11000085,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: 50 a 54 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1150""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000085,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3784,quilombolas_V11000086,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: 55 a 59 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1151""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000086,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3785,quilombolas_V11000087,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: 60 a 64 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1152""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000087,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3786,quilombolas_V11000088,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: 65 a 69 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1153""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000088,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3787,quilombolas_V11000089,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: 70 a 74 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1154""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000089,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3788,quilombolas_V11000090,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: 75 a 79 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1155""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000090,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3789,quilombolas_V11000091,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: 80 a 84 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""6802""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000091,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3790,quilombolas_V11000092,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: 85 a 89 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""6803""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000092,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3791,quilombolas_V11000093,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: 90 a 94 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""92963""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000093,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3792,quilombolas_V11000094,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: 95 a 99 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""92964""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000094,645,644,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3793,quilombolas_V11000095,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: 100 anos ou mais | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""92965""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000095,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3794,quilombolas_V11000096,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: Total | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""95253""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000096,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3795,quilombolas_V11000097,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: Total | Localização do domicílio: Em territórios quilombolas | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""95253""], [""2661"", ""60027""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000097,645,643,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3796,quilombolas_V11000098,10089,1004709,Pessoas quilombolas - percentual do total geral,Percentual,Sexo: Total | Grupo de idade: Total | Localização do domicílio: Fora de territórios quilombolas | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""95253""], [""2661"", ""60028""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000098,645,643,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3797,quilombolas_V11000099,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: Total | Localização do domicílio: Total | Situação do domicílio: Urbana,"[[""2"", ""6794""], [""58"", ""95253""], [""2661"", ""32776""], [""1"", ""1""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000099,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3798,quilombolas_V11000100,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: Total | Localização do domicílio: Total | Situação do domicílio: Rural,"[[""2"", ""6794""], [""58"", ""95253""], [""2661"", ""32776""], [""1"", ""2""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000100,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3799,quilombolas_V11000101,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Homens | Grupo de idade: Total | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""4""], [""58"", ""95253""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000101,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3800,quilombolas_V11000102,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Mulheres | Grupo de idade: Total | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""5""], [""58"", ""95253""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000102,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3801,quilombolas_V11000103,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: 0 a 4 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1140""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000103,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3802,quilombolas_V11000104,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: 5 a 9 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1141""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000104,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3803,quilombolas_V11000105,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: 10 a 14 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1142""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000105,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3804,quilombolas_V11000106,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: 15 a 19 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1143""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000106,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
