ordem_atributo,campo,tabela,variavel_id,variavel,unidade,categorias,categorias_ids,fonte,tema,campo_original,municipios_com_registro,valores_numericos,divulgacao,fonte_divulgacao,camada_anterior
3805,quilombolas_V11000107,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: 20 a 24 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1144""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000107,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3806,quilombolas_V11000108,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: 25 a 29 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1145""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000108,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3807,quilombolas_V11000109,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: 30 a 34 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1146""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000109,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3808,quilombolas_V11000110,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: 35 a 39 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1147""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000110,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3809,quilombolas_V11000111,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: 40 a 44 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1148""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000111,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3810,quilombolas_V11000112,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: 45 a 49 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1149""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000112,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3811,quilombolas_V11000113,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: 50 a 54 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1150""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000113,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3812,quilombolas_V11000114,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: 55 a 59 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1151""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000114,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3813,quilombolas_V11000115,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: 60 a 64 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1152""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000115,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3814,quilombolas_V11000116,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: 65 a 69 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1153""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000116,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3815,quilombolas_V11000117,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: 70 a 74 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1154""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000117,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3816,quilombolas_V11000118,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: 75 a 79 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""1155""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000118,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3817,quilombolas_V11000119,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: 80 a 84 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""6802""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000119,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3818,quilombolas_V11000120,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: 85 a 89 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""6803""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000120,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3819,quilombolas_V11000121,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: 90 a 94 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""92963""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000121,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3820,quilombolas_V11000122,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: 95 a 99 anos | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""92964""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000122,645,644,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3821,quilombolas_V11000123,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: 100 anos ou mais | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""92965""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000123,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3822,quilombolas_V11000124,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: Total | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""95253""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000124,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3823,quilombolas_V11000125,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: Total | Localização do domicílio: Em territórios quilombolas | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""95253""], [""2661"", ""60027""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000125,645,643,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3824,quilombolas_V11000126,10089,4709,Pessoas quilombolas,Pessoas,Sexo: Total | Grupo de idade: Total | Localização do domicílio: Fora de territórios quilombolas | Situação do domicílio: Total,"[[""2"", ""6794""], [""58"", ""95253""], [""2661"", ""60028""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000126,645,643,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3825,quilombolas_V11000127,10089,4728,Percentual de pessoas quilombolas no total de população residente,%,Sexo: Total | Grupo de idade: Total | Localização do domicílio: Total | Situação do domicílio: Urbana,"[[""2"", ""6794""], [""58"", ""95253""], [""2661"", ""32776""], [""1"", ""1""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000127,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3826,quilombolas_V11000128,10089,4728,Percentual de pessoas quilombolas no total de população residente,%,Sexo: Total | Grupo de idade: Total | Localização do domicílio: Total | Situação do domicílio: Rural,"[[""2"", ""6794""], [""58"", ""95253""], [""2661"", ""32776""], [""1"", ""2""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000128,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3827,quilombolas_V11000129,10089,4728,Percentual de pessoas quilombolas no total de população residente,%,Sexo: Homens | Grupo de idade: Total | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""4""], [""58"", ""95253""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000129,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
3828,quilombolas_V11000130,10089,4728,Percentual de pessoas quilombolas no total de população residente,%,Sexo: Mulheres | Grupo de idade: Total | Localização do domicílio: Total | Situação do domicílio: Total,"[[""2"", ""5""], [""58"", ""95253""], [""2661"", ""32776""], [""1"", ""6795""]]",https://sidra.ibge.gov.br/tabela/10089,11_quilombolas,V11000130,645,645,"Censo Demográfico | Quilombolas: Principais características das pessoas e dos domicílios, por situação urbana ou rural do domicílio - Resultados do Universo",https://sidra.ibge.gov.br/pesquisa/censo-demografico/demografico-2022/universo-quilombolas-caracteristicas-pessoas-e-domicilios-situacao-urbana-ou-rural,11_quilombolas_01
